,date_sold,price,house_id,id,bedrooms,bathrooms,sqft_living,sqft_lot,floors,waterfront,view,condition,grade,sqft_above,sqft_basement,yr_built,yr_renovated,zipcode,lat,long,sqft_living15,sqft_lot15
7026,2014-08-27,365000.0,6666860170,7027,3,2,2200.0,9696.0,2,0,0,3,8,2200.0,0.0,1987.0,0.0,98031,47.4197,-122.205,2200.0,9915.0
7027,2015-04-08,631000.0,9828200605,7028,4,2,1930.0,3240.0,1,0,0,4,7,1930.0,0.0,1911.0,0.0,98122,47.6156,-122.299,1480.0,3600.0
7028,2014-07-01,3800000.0,853200010,7029,5,5,7050.0,42840.0,1,0,2,4,13,4320.0,2730.0,1978.0,0.0,98004,47.6229,-122.22,5070.0,20570.0
7029,2014-10-08,584000.0,4449800345,7030,3,2,1790.0,3962.0,2,0,0,3,8,1790.0,0.0,1992.0,0.0,98117,47.6894,-122.391,1340.0,3960.0
7031,2015-03-12,717000.0,1149900050,7032,4,2,2780.0,7985.0,2,0,0,4,10,2780.0,0.0,1992.0,0.0,98029,47.5608,-122.016,2650.0,8094.0
7032,2014-06-16,667000.0,6908200080,7033,3,1,1720.0,8100.0,2,0,0,3,8,1720.0,0.0,1907.0,0.0,98107,47.6746,-122.4,2210.0,8100.0
7033,2014-12-30,190000.0,3395800660,7034,3,1,1640.0,8100.0,1,0,0,3,6,1040.0,600.0,1939.0,0.0,98146,47.482,-122.34,1600.0,8100.0
7034,2014-06-17,430000.0,9414610010,7035,3,2,1730.0,9000.0,1,0,0,3,8,1370.0,360.0,1978.0,0.0,98027,47.5202,-122.047,2390.0,10000.0
7036,2014-10-07,475000.0,1530900290,7037,3,2,2280.0,3710.0,1,0,0,3,8,1550.0,730.0,1990.0,0.0,98072,47.735,-122.159,2030.0,3710.0
7037,2015-03-09,649000.0,8886000005,7038,2,2,2090.0,23962.0,2,0,3,4,8,2090.0,0.0,1988.0,0.0,98070,47.4145,-122.44,1820.0,32340.0
7039,2015-03-18,845000.0,8644210470,7040,4,3,3350.0,19487.0,1,0,0,3,11,2460.0,890.0,1992.0,0.0,98075,47.5796,-121.998,3360.0,19460.0
7040,2014-11-10,390000.0,1545805980,7041,3,2,2770.0,8820.0,1,0,0,3,7,1900.0,870.0,1980.0,20040.0,98038,47.3685,-122.048,1850.0,10920.0
7042,2014-07-29,328000.0,1328330290,7043,4,1,1990.0,7194.0,1,0,0,4,8,1400.0,590.0,1978.0,0.0,98058,47.4417,-122.135,1820.0,7400.0
7043,2014-12-05,239999.0,4222100280,7044,3,2,1740.0,8436.0,1,0,0,3,7,1140.0,600.0,1967.0,0.0,98003,47.3456,-122.305,1550.0,8436.0
7045,2014-10-16,920000.0,3224510290,7046,3,1,3670.0,11884.0,1,0,2,4,9,1950.0,1720.0,1979.0,0.0,98006,47.5604,-122.133,3020.0,9747.0
7046,2015-03-17,940000.0,5196420290,7047,4,2,3270.0,9231.0,2,0,0,3,10,3270.0,0.0,1995.0,0.0,98052,47.6539,-122.121,3380.0,10154.0
7047,2015-05-01,465000.0,1703900005,7048,3,1,1210.0,4872.0,1,0,0,4,6,1210.0,0.0,1949.0,0.0,98118,47.5551,-122.273,1070.0,4872.0
7049,2014-06-09,307550.0,1541700170,7050,4,2,1980.0,5909.0,2,0,0,3,8,1980.0,0.0,2003.0,0.0,98031,47.3913,-122.185,2550.0,5487.0
7050,2014-10-31,490000.0,8833510190,7051,4,2,2650.0,9627.0,1,0,3,4,8,1610.0,1040.0,1976.0,0.0,98028,47.7684,-122.254,2650.0,9221.0
7052,2014-08-27,780000.0,323069120,7053,4,2,3640.0,231739.0,1,0,0,3,10,3640.0,0.0,1999.0,0.0,98027,47.5078,-122.018,2670.0,91040.0
7055,2014-12-04,560000.0,1338801060,7056,4,1,1810.0,3400.0,2,0,0,3,8,1810.0,0.0,1926.0,0.0,98112,47.6264,-122.302,1770.0,3600.0
7056,2014-11-05,319450.0,3747600050,7057,5,2,2250.0,5472.0,1,0,0,5,7,1750.0,500.0,1930.0,0.0,98002,47.3065,-122.219,1540.0,5472.0
7057,2014-12-12,1500000.0,327000050,7058,4,3,3860.0,7199.0,2,0,1,3,9,2870.0,990.0,2005.0,0.0,98115,47.6855,-122.269,2940.0,9600.0
7058,2014-09-19,340000.0,1898900280,7059,4,3,2380.0,20277.0,1,0,0,3,8,1500.0,880.0,1999.0,0.0,98023,47.3046,-122.392,2370.0,15440.0
7059,2014-08-15,249950.0,1423400005,7060,3,1,1370.0,11658.0,1,0,0,4,6,1370.0,0.0,1958.0,0.0,98058,47.4576,-122.182,1080.0,9198.0
7060,2014-06-13,499950.0,9521100585,7061,3,1,1830.0,3000.0,1,0,0,3,7,1430.0,400.0,1926.0,0.0,98103,47.6619,-122.351,1510.0,2500.0
7061,2014-07-02,1040000.0,2025059150,7062,4,1,1440.0,13296.0,1,0,0,4,8,1440.0,0.0,1967.0,0.0,98004,47.634,-122.204,3520.0,10802.0
7062,2015-02-16,750000.0,8941500010,7063,4,2,2510.0,17200.0,1,0,2,4,9,1540.0,970.0,1977.0,0.0,98052,47.6287,-122.089,2370.0,14621.0
7063,2015-03-23,875000.0,1425069071,7064,4,2,3230.0,256132.0,2,0,0,3,9,3230.0,0.0,2006.0,0.0,98053,47.6544,-121.998,3080.0,217800.0
7064,2015-04-14,678000.0,686400670,7065,3,1,1670.0,7210.0,1,0,0,5,8,1670.0,0.0,1967.0,0.0,98008,47.6344,-122.116,2200.0,7210.0
7066,2014-09-23,354900.0,1523059180,7067,3,1,1720.0,16552.0,1,0,0,4,7,1720.0,0.0,1971.0,0.0,98059,47.4772,-122.153,1550.0,15457.0
7067,2014-08-27,632000.0,8016300250,7068,5,2,2260.0,10087.0,1,0,0,3,8,1520.0,740.0,1967.0,0.0,98008,47.5982,-122.128,2500.0,9440.0
7068,2014-12-18,350000.0,7694600143,7069,3,1,1480.0,9375.0,1,0,0,4,7,1480.0,0.0,1957.0,0.0,98146,47.5076,-122.366,1370.0,9000.0
7069,2014-07-30,990000.0,269000950,7070,3,4,2550.0,3900.0,2,0,2,3,8,2050.0,500.0,1940.0,20030.0,98199,47.6415,-122.392,2340.0,6400.0
7071,2014-07-07,481000.0,3342103369,7072,4,2,2286.0,8269.0,2,0,0,3,8,2286.0,0.0,2002.0,0.0,98056,47.5174,-122.194,2110.0,4711.0
7073,2015-04-13,477000.0,8944360290,7074,3,2,1740.0,4960.0,2,0,0,3,8,1740.0,0.0,1992.0,0.0,98029,47.5772,-121.998,1740.0,5021.0
7074,2014-07-29,560000.0,6072500050,7075,5,2,2880.0,9000.0,1,0,0,5,8,1440.0,1440.0,1966.0,0.0,98006,47.5456,-122.179,2010.0,9000.0
7075,2014-11-17,600000.0,1066000290,7076,6,3,2600.0,9350.0,1,0,0,4,8,1340.0,1260.0,1963.0,0.0,98008,47.6198,-122.105,2090.0,9102.0
7076,2014-06-13,622500.0,2817260130,7077,5,2,3320.0,23760.0,2,0,0,4,8,2190.0,1130.0,1975.0,0.0,98072,47.7498,-122.146,2520.0,36720.0
7077,2015-04-29,410000.0,3582750170,7078,2,2,1660.0,2128.0,2,0,0,4,8,1660.0,0.0,1974.0,0.0,98028,47.7528,-122.252,1640.0,2128.0
7078,2015-04-02,318200.0,255370420,7079,3,2,1990.0,3644.0,2,0,0,3,7,1990.0,0.0,2010.0,0.0,98038,47.3531,-122.017,2580.0,3800.0
7079,2014-06-05,289000.0,2571910380,7080,3,2,1680.0,8424.0,1,0,0,3,7,1680.0,0.0,1993.0,0.0,98022,47.1969,-122.011,1990.0,8545.0
7081,2014-06-05,240000.0,5279100680,7082,3,1,1150.0,4825.0,1,0,0,4,6,1150.0,0.0,1957.0,0.0,98027,47.5321,-122.029,1760.0,7121.0
7083,2014-06-20,587206.0,5694001061,7084,3,3,1890.0,1710.0,2,0,0,3,8,1640.0,250.0,1999.0,0.0,98103,47.6592,-122.349,1680.0,1562.0
7084,2014-07-30,482000.0,1912100882,7085,2,2,1350.0,1248.0,2,0,0,3,7,1180.0,170.0,2000.0,0.0,98102,47.6399,-122.32,1760.0,3360.0
7085,2015-03-10,485000.0,8563020170,7086,3,1,1650.0,9500.0,1,0,0,3,8,1650.0,0.0,1967.0,0.0,98052,47.631,-122.098,1880.0,9375.0
7088,2014-05-13,700000.0,8563030280,7089,3,2,2030.0,8398.0,2,0,0,4,9,2030.0,0.0,1975.0,0.0,98008,47.6272,-122.095,2450.0,8104.0
7089,2014-09-29,411500.0,2114300290,7090,5,3,2420.0,7740.0,1,0,0,5,7,1360.0,1060.0,1929.0,19690.0,98106,47.536,-122.358,1840.0,6780.0
7090,2014-10-28,285000.0,9141100005,7091,4,3,2770.0,10505.0,2,0,0,3,8,2770.0,0.0,1940.0,20150.0,98133,47.7412,-122.355,1760.0,10505.0
7091,2014-06-05,395000.0,5727500019,7092,4,3,1980.0,7931.0,1,0,0,4,7,1160.0,820.0,1983.0,0.0,98133,47.7513,-122.334,1910.0,7931.0
7092,2014-07-09,237950.0,1796360080,7093,2,1,1460.0,7926.0,1,0,0,4,7,1460.0,0.0,1987.0,0.0,98042,47.3665,-122.092,1680.0,8206.0
7094,2014-12-26,199950.0,5560000680,7095,2,1,1010.0,10057.0,1,0,0,3,6,1010.0,0.0,1961.0,0.0,98023,47.3286,-122.336,1040.0,8591.0
7095,2014-12-12,765000.0,9297300480,7096,4,3,2760.0,4000.0,2,0,2,3,8,2000.0,760.0,1926.0,20140.0,98126,47.5687,-122.374,1690.0,4000.0
7096,2014-05-08,515000.0,6813600415,7097,2,1,1060.0,4960.0,1,0,0,3,7,1060.0,0.0,1926.0,0.0,98103,47.6896,-122.331,1420.0,4960.0
7097,2014-06-16,470000.0,6751300255,7098,3,1,1510.0,8000.0,1,0,0,4,7,1510.0,0.0,1956.0,0.0,98007,47.5865,-122.135,1430.0,8000.0
7098,2014-08-20,330000.0,3300700480,7099,2,1,880.0,4000.0,1,0,0,3,6,780.0,100.0,1937.0,0.0,98117,47.6931,-122.379,950.0,4000.0
7099,2015-02-26,284000.0,5379800446,7100,3,2,2150.0,9375.0,1,0,0,3,8,1550.0,600.0,1968.0,0.0,98188,47.4578,-122.274,1950.0,9100.0
7100,2014-09-12,295000.0,9558200080,7101,3,2,1660.0,8125.0,1,0,0,3,7,1150.0,510.0,1999.0,0.0,98148,47.4373,-122.333,1250.0,8125.0
7102,2014-08-06,350000.0,1454100005,7103,3,1,1370.0,8162.0,1,0,0,3,6,1370.0,0.0,1949.0,0.0,98125,47.7263,-122.289,1560.0,8250.0
7104,2015-02-04,419900.0,2207100635,7105,3,1,1450.0,7000.0,1,0,0,3,7,1450.0,0.0,1955.0,0.0,98007,47.5983,-122.15,1490.0,7245.0
7105,2015-04-30,528000.0,2489200250,7106,3,2,1560.0,6300.0,1,0,0,3,7,1560.0,0.0,1924.0,0.0,98126,47.5407,-122.379,1620.0,6300.0
7107,2014-06-09,304700.0,6150700169,7108,2,1,740.0,5995.0,1,0,0,4,7,740.0,0.0,1949.0,0.0,98133,47.7291,-122.337,1140.0,5995.0
7108,2015-02-04,715000.0,8691350130,7109,4,2,2927.0,12171.0,2,0,0,3,10,2927.0,0.0,1998.0,0.0,98075,47.5948,-121.983,2967.0,12166.0
7109,2014-08-20,738950.0,6189200345,7110,4,2,2260.0,12005.0,1,0,0,4,8,2260.0,0.0,1956.0,19890.0,98005,47.6342,-122.171,1870.0,10800.0
7110,2014-10-22,215000.0,2222059099,7111,3,1,1240.0,9405.0,1,0,0,4,7,1240.0,0.0,1966.0,0.0,98042,47.3727,-122.162,2260.0,7611.0
7111,2014-05-22,300000.0,7227800660,7112,6,2,2040.0,10812.0,1,0,0,4,5,2040.0,0.0,1943.0,0.0,98056,47.4919,-122.181,1440.0,10200.0
7115,2014-09-25,750000.0,7234601440,7116,2,1,1300.0,7632.0,1,0,2,3,7,1300.0,0.0,1943.0,0.0,98122,47.6134,-122.308,1420.0,1676.0
7116,2014-05-20,519900.0,8563020380,7117,4,2,1820.0,9350.0,1,0,0,4,8,1820.0,0.0,1967.0,0.0,98052,47.6288,-122.098,2260.0,9299.0
7119,2015-04-29,499950.0,2155000480,7120,3,1,1350.0,9315.0,1,0,0,3,7,1350.0,0.0,1968.0,0.0,98052,47.6587,-122.124,1840.0,9920.0
7120,2014-12-03,1740000.0,1024049024,7121,5,3,4870.0,7700.0,2,0,3,5,10,3650.0,1220.0,1929.0,0.0,98144,47.5832,-122.29,3220.0,7700.0
7121,2015-04-22,630000.0,1026069163,7122,3,2,2460.0,38794.0,2,0,0,3,9,2460.0,0.0,1999.0,0.0,98077,47.7602,-122.022,2470.0,51400.0
7122,2014-06-23,360000.0,4427100095,7123,4,1,1720.0,6417.0,1,0,0,3,7,1720.0,0.0,1953.0,0.0,98125,47.7268,-122.311,1430.0,6240.0
7124,2014-05-22,361000.0,3222049024,7125,3,1,1100.0,4046.0,1,0,4,4,6,1100.0,0.0,1922.0,0.0,98198,47.344,-122.331,2550.0,7847.0
7125,2014-07-10,713400.0,2287000010,7126,3,2,1810.0,9845.0,1,0,0,4,8,1810.0,0.0,1959.0,19910.0,98040,47.5505,-122.221,1900.0,10083.0
7127,2014-05-14,305000.0,320069049,7128,4,1,1590.0,131551.0,1,0,3,4,7,1590.0,0.0,1966.0,0.0,98022,47.2558,-122.024,2280.0,108028.0
7128,2015-03-04,1430000.0,868002335,7129,3,2,2710.0,9204.0,1,0,4,3,9,1480.0,1230.0,1975.0,0.0,98177,47.7039,-122.385,2960.0,10080.0
7129,2015-04-24,222000.0,8945100050,7130,3,1,1460.0,8400.0,1,0,0,4,6,1460.0,0.0,1962.0,0.0,98023,47.3086,-122.365,1060.0,8563.0
7131,2014-06-04,500000.0,6713700250,7132,5,3,2920.0,11440.0,2,0,0,3,8,2920.0,0.0,2003.0,0.0,98133,47.7607,-122.354,1720.0,9348.0
7134,2014-06-25,725000.0,9113200290,7135,4,2,2490.0,5170.0,2,0,0,4,9,2490.0,0.0,2000.0,0.0,98052,47.6836,-122.162,2490.0,5170.0
7135,2014-07-07,320000.0,5116000250,7136,3,1,2220.0,11646.0,1,0,0,3,7,1270.0,950.0,1950.0,0.0,98028,47.7762,-122.27,1490.0,10003.0
7136,2014-06-12,210000.0,1099600010,7137,4,1,1130.0,7840.0,1,0,0,4,7,1130.0,0.0,1970.0,0.0,98023,47.2986,-122.377,1690.0,7840.0
7137,2014-07-29,419900.0,5416500980,7138,4,2,2750.0,5767.0,2,0,0,3,9,2750.0,0.0,2005.0,0.0,98038,47.3595,-122.038,2800.0,5376.0
7138,2015-03-02,410000.0,7312100010,7139,4,2,2240.0,4447.0,2,0,0,3,7,2240.0,0.0,2006.0,0.0,98059,47.4868,-122.159,2000.0,3800.0
7140,2014-07-14,605000.0,9839300545,7141,2,2,1270.0,5500.0,1,0,0,4,8,1270.0,0.0,1921.0,0.0,98122,47.6121,-122.294,1870.0,4400.0
7141,2014-12-03,738000.0,6837700005,7142,3,1,1520.0,5500.0,1,0,0,5,7,1520.0,0.0,1936.0,0.0,98116,47.5839,-122.383,2310.0,5500.0
7143,2014-08-19,255000.0,9407001700,7144,2,1,960.0,20954.0,1,0,0,3,7,960.0,0.0,1977.0,0.0,98045,47.4485,-121.774,1240.0,9752.0
7144,2015-03-20,303000.0,1473200130,7145,3,2,1340.0,873.0,3,0,0,3,8,1340.0,0.0,2009.0,0.0,98133,47.7325,-122.343,1340.0,1186.0
7145,2014-07-23,394950.0,4037200585,7146,3,2,1090.0,7700.0,1,0,0,4,7,1090.0,0.0,1957.0,0.0,98008,47.607,-122.12,1740.0,7700.0
7146,2014-09-02,530000.0,5249803870,7147,4,3,2240.0,5580.0,2,0,0,5,7,1830.0,410.0,1949.0,0.0,98118,47.5598,-122.27,1530.0,4800.0
7147,2014-05-13,475000.0,9558050170,7148,4,2,3740.0,8700.0,1,0,0,3,10,2260.0,1480.0,2004.0,0.0,98058,47.4587,-122.117,2650.0,6333.0
7148,2014-06-17,250000.0,1545808110,7149,4,2,1800.0,8100.0,2,0,0,3,7,1800.0,0.0,1998.0,0.0,98038,47.3611,-122.047,1590.0,8100.0
7150,2014-08-04,443500.0,2754700170,7151,2,1,1330.0,4140.0,1,0,0,4,7,930.0,400.0,1919.0,19400.0,98115,47.6802,-122.306,1410.0,5100.0
7151,2014-07-03,390000.0,3622059180,7152,4,2,1900.0,76877.0,1,0,0,3,8,1900.0,0.0,2004.0,0.0,98042,47.3491,-122.113,1740.0,34848.0
7153,2015-02-25,460000.0,3450300280,7154,5,4,3100.0,7260.0,2,0,0,3,8,3100.0,0.0,1963.0,20000.0,98059,47.5004,-122.162,1650.0,7700.0
7154,2015-03-12,660000.0,1036450170,7155,3,3,2740.0,3785.0,2,0,0,3,9,2190.0,550.0,2001.0,0.0,98034,47.7195,-122.182,2060.0,3457.0
7155,2014-07-29,515000.0,8965000050,7156,3,1,1570.0,10939.0,1,0,0,3,8,1200.0,370.0,1974.0,0.0,98052,47.6389,-122.102,1760.0,10200.0
7156,2015-04-21,482500.0,4354700010,7157,3,2,1330.0,6490.0,1,0,0,4,7,1330.0,0.0,1954.0,0.0,98125,47.7181,-122.308,1580.0,7202.0
7157,2014-06-02,305000.0,4057300170,7158,2,1,1140.0,2980.0,2,0,0,3,7,1140.0,0.0,1988.0,0.0,98029,47.5707,-122.018,1150.0,2981.0
7159,2014-12-04,237000.0,8155750010,7160,3,2,1290.0,7952.0,1,0,0,3,7,1290.0,0.0,1998.0,0.0,98030,47.3867,-122.19,1670.0,7280.0
7160,2014-11-26,445000.0,2159900020,7161,2,1,1510.0,2001.0,2,0,0,4,8,1510.0,0.0,1985.0,0.0,98007,47.6211,-122.153,1510.0,2055.0
7161,2015-04-06,710000.0,2487700130,7162,4,2,2720.0,8000.0,1,0,0,4,7,1360.0,1360.0,1955.0,0.0,98136,47.5237,-122.391,1790.0,8000.0
7162,2014-08-21,180000.0,2085200545,7163,3,1,840.0,5700.0,1,0,0,4,5,840.0,0.0,1945.0,0.0,98038,47.3948,-122.028,1430.0,12600.0
7163,2014-10-23,280017.0,9432900380,7164,3,2,1850.0,8770.0,2,0,0,3,8,1850.0,0.0,1996.0,0.0,98022,47.2091,-122.009,2350.0,8606.0
7164,2014-06-30,436500.0,2591850080,7165,4,2,2290.0,11173.0,2,0,0,4,8,2290.0,0.0,1988.0,0.0,98058,47.4314,-122.164,2290.0,10404.0
7165,2014-05-15,1260000.0,1025049174,7166,4,2,3200.0,7535.0,2,0,0,3,9,3200.0,0.0,2006.0,0.0,98105,47.666,-122.276,1650.0,6850.0
7166,2014-12-18,420000.0,5628400080,7167,3,2,1800.0,9800.0,1,0,0,4,7,1300.0,500.0,1959.0,0.0,98028,47.7393,-122.244,1680.0,9545.0
7167,2014-07-19,205000.0,7657000225,7168,3,1,860.0,7467.0,1,0,0,3,6,860.0,0.0,1944.0,0.0,98178,47.4947,-122.237,1280.0,7467.0
7168,2014-09-02,570000.0,6151800080,7169,3,1,1980.0,10203.0,1,0,0,4,7,1680.0,300.0,1946.0,0.0,98010,47.3402,-122.046,1980.0,13664.0
7170,2014-12-11,287000.0,9542800050,7171,2,2,2410.0,7500.0,1,0,0,3,7,1550.0,860.0,1978.0,0.0,98023,47.3078,-122.374,1840.0,8800.0
7171,2014-09-23,260000.0,526059224,7172,4,1,1650.0,7276.0,1,0,0,3,7,1010.0,640.0,1977.0,0.0,98011,47.7721,-122.206,1840.0,8550.0
7172,2015-02-06,470000.0,526059224,7173,4,1,1650.0,7276.0,1,0,0,3,7,1010.0,640.0,1977.0,0.0,98011,47.7721,-122.206,1840.0,8550.0
7173,2014-09-05,700000.0,3275850190,7174,3,2,2410.0,9916.0,2,0,0,4,10,2410.0,0.0,1989.0,0.0,98052,47.6911,-122.103,2310.0,8212.0
7174,2015-02-25,249000.0,4137000460,7175,3,1,1520.0,7500.0,1,0,0,3,8,1520.0,0.0,1985.0,0.0,98092,47.2646,-122.219,2180.0,7506.0
7175,2014-06-09,568000.0,7936000403,7176,3,1,2050.0,3520.0,1,0,0,4,7,1070.0,980.0,1977.0,0.0,98136,47.5536,-122.399,2050.0,16083.0
7176,2014-06-06,500000.0,1175000073,7177,4,1,1720.0,4011.0,1,0,0,4,7,1720.0,0.0,1904.0,0.0,98107,47.6719,-122.396,1580.0,3784.0
7177,2014-11-26,358000.0,8645540290,7178,5,2,2390.0,8775.0,1,0,0,4,7,1270.0,1120.0,1980.0,0.0,98058,47.4639,-122.17,1800.0,8000.0
7179,2015-02-26,275500.0,8805400010,7180,3,1,1060.0,7246.0,1,0,0,4,6,1060.0,0.0,1981.0,0.0,98056,47.4936,-122.165,1090.0,6694.0
7180,2015-02-02,495000.0,1036450290,7181,3,2,1860.0,3150.0,2,0,0,3,8,1860.0,0.0,2001.0,0.0,98034,47.719,-122.182,2050.0,3375.0
7181,2015-03-26,758800.0,7613700660,7182,5,2,1750.0,5000.0,1,0,0,3,8,960.0,790.0,1940.0,0.0,98105,47.6589,-122.276,2580.0,5000.0
7183,2015-02-25,380500.0,1565950670,7184,3,2,1900.0,7361.0,2,0,0,3,8,1900.0,0.0,1994.0,0.0,98055,47.4324,-122.191,2100.0,7361.0
7184,2014-05-07,3200000.0,7159200005,7185,7,4,6210.0,8856.0,2,0,2,5,11,4760.0,1450.0,1910.0,0.0,98109,47.6307,-122.354,2940.0,5400.0
7186,2014-08-05,630000.0,4242900285,7187,4,2,1910.0,1502.0,3,0,0,3,8,1910.0,0.0,2014.0,0.0,98107,47.6747,-122.393,1520.0,3888.0
7188,2015-04-03,457500.0,5649600225,7189,3,1,960.0,4600.0,1,0,0,4,6,960.0,0.0,1927.0,0.0,98118,47.5553,-122.286,1380.0,5175.0
7190,2014-10-28,235000.0,717000225,7191,2,2,870.0,6450.0,1,0,0,4,6,740.0,130.0,1954.0,0.0,98118,47.5354,-122.278,1640.0,5775.0
7191,2014-06-27,410000.0,792500190,7192,3,2,1400.0,45738.0,2,0,0,4,8,1400.0,0.0,1981.0,0.0,98070,47.3624,-122.455,2390.0,56628.0
7192,2014-08-27,355000.0,3820100284,7193,3,3,1850.0,9600.0,1,0,0,3,7,1230.0,620.0,1981.0,0.0,98028,47.7717,-122.25,1970.0,10000.0
7193,2014-06-06,1300000.0,3629890190,7194,4,4,4270.0,6002.0,2,0,3,3,10,3180.0,1090.0,2004.0,0.0,98029,47.5443,-121.994,4280.0,5942.0
7194,2014-09-29,467500.0,6868200029,7195,3,1,2260.0,8512.0,1,0,0,3,7,1130.0,1130.0,1948.0,0.0,98125,47.7129,-122.304,2240.0,8040.0
7195,2014-11-25,500000.0,8901000143,7196,4,4,2690.0,7350.0,1,0,0,5,7,2690.0,0.0,1949.0,0.0,98125,47.7062,-122.311,1660.0,9000.0
7196,2015-04-16,995000.0,2927600630,7197,4,3,2780.0,9550.0,2,0,4,5,10,2530.0,250.0,1978.0,0.0,98166,47.454,-122.373,2724.0,10634.0
7198,2014-12-17,630000.0,5101407250,7199,4,2,2900.0,9680.0,2,0,0,3,7,1990.0,910.0,1947.0,0.0,98125,47.7037,-122.308,1850.0,7540.0
7199,2014-11-21,628000.0,3999200780,7200,5,2,2830.0,11795.0,1,0,0,4,7,1710.0,1120.0,1960.0,0.0,98008,47.5828,-122.118,2460.0,10880.0
7200,2014-08-14,655000.0,2826079145,7201,5,2,2560.0,46786.0,2,0,0,3,8,2560.0,0.0,1995.0,0.0,98019,47.7125,-121.915,2430.0,46929.0
7202,2014-12-17,352500.0,5137000170,7203,4,2,2100.0,10750.0,1,0,2,4,8,2100.0,0.0,1967.0,0.0,98023,47.3338,-122.337,2310.0,10425.0
7203,2015-02-19,615000.0,2896310420,7204,4,2,3120.0,34040.0,2,0,0,3,9,3120.0,0.0,1997.0,0.0,98010,47.3431,-122.03,2420.0,25201.0
7204,2014-06-10,165000.0,1446400725,7205,3,1,970.0,6600.0,1,0,0,3,7,970.0,0.0,1965.0,0.0,98168,47.4836,-122.332,1200.0,6600.0
7205,2014-09-23,243500.0,4030500130,7206,4,2,2300.0,15188.0,2,0,0,4,7,2300.0,0.0,1966.0,0.0,98042,47.3683,-122.164,1820.0,10125.0
7206,2014-08-06,304000.0,3319500299,7207,2,1,950.0,676.0,2,0,0,3,7,850.0,100.0,2003.0,0.0,98144,47.6005,-122.306,950.0,1280.0
7207,2014-10-16,369000.0,7139800020,7208,3,1,2110.0,5195.0,1,0,0,3,7,1210.0,900.0,1959.0,0.0,98118,47.5283,-122.286,1950.0,5195.0
7208,2014-10-07,779950.0,9433000460,7209,4,2,2990.0,4298.0,2,0,0,3,9,2990.0,0.0,2014.0,0.0,98052,47.7101,-122.108,2990.0,4837.0
7210,2014-12-23,292500.0,7137960440,7211,4,2,1860.0,8709.0,2,0,0,3,8,1860.0,0.0,1994.0,0.0,98092,47.3289,-122.17,1990.0,6825.0
7211,2015-03-23,500007.0,3946900010,7212,2,1,1820.0,6050.0,1,0,0,3,7,910.0,910.0,1950.0,0.0,98115,47.6928,-122.323,1730.0,6050.0
7214,2014-11-25,258000.0,2459000020,7215,4,3,2710.0,7199.0,1,0,0,4,7,1710.0,1000.0,1967.0,0.0,98030,47.3789,-122.213,2070.0,9271.0
7215,2014-06-19,380000.0,126049167,7216,4,2,2150.0,20181.0,1,0,0,3,7,1090.0,1060.0,1963.0,0.0,98028,47.7627,-122.245,2150.0,10480.0
7216,2014-07-08,650000.0,1525079069,7217,4,3,3720.0,57499.0,1,0,0,3,9,1880.0,1840.0,2003.0,0.0,98014,47.6469,-121.897,2560.0,26372.0
7217,2015-05-14,456500.0,1786200010,7218,4,2,2580.0,11780.0,2,0,0,3,9,2580.0,0.0,2003.0,0.0,98038,47.3658,-122.04,2410.0,8403.0
7220,2014-07-30,520000.0,2767603649,7221,3,2,1210.0,1250.0,3,0,0,3,8,1210.0,0.0,2014.0,0.0,98107,47.6722,-122.384,1780.0,5000.0
7221,2015-04-16,506000.0,3649100387,7222,4,2,2040.0,12000.0,1,0,0,4,7,1300.0,740.0,1963.0,0.0,98028,47.7362,-122.241,1930.0,12000.0
7222,2014-07-30,425000.0,5249802660,7223,3,1,980.0,4800.0,1,0,0,3,7,980.0,0.0,1926.0,0.0,98118,47.5663,-122.274,2030.0,7200.0
7223,2014-12-05,438000.0,2592400470,7224,5,2,1990.0,6840.0,2,0,0,4,7,1990.0,0.0,1974.0,0.0,98034,47.7162,-122.166,1990.0,7150.0
7225,2014-06-16,375000.0,1211000185,7226,4,2,1240.0,3000.0,1,0,0,3,7,1040.0,200.0,1908.0,0.0,98122,47.6076,-122.298,1480.0,3500.0
7226,2015-04-29,337500.0,7399300780,7227,3,2,1530.0,6600.0,1,0,0,4,7,1240.0,290.0,1968.0,0.0,98055,47.462,-122.188,1500.0,7700.0
7227,2014-09-30,300000.0,984100010,7228,4,2,2080.0,7700.0,1,0,0,3,7,1450.0,630.0,1968.0,0.0,98058,47.4349,-122.17,1900.0,7980.0
7228,2014-07-28,627000.0,6127010670,7229,5,3,3570.0,5425.0,2,0,0,3,7,3570.0,0.0,2005.0,0.0,98075,47.5933,-122.007,2690.0,5347.0
7229,2014-10-22,1400000.0,1245002391,7230,5,4,4230.0,6907.0,2,0,0,3,10,3450.0,780.0,2008.0,0.0,98033,47.6866,-122.205,2650.0,8076.0
7230,2015-05-12,674725.0,3904921100,7231,4,2,2700.0,10160.0,2,0,0,3,9,2700.0,0.0,1988.0,0.0,98029,47.5685,-122.012,2760.0,9219.0
7231,2014-06-18,325000.0,2473381150,7232,3,2,2200.0,7000.0,1,0,0,4,7,1280.0,920.0,1977.0,0.0,98058,47.4574,-122.169,1670.0,7000.0
7232,2015-04-02,230000.0,9269750010,7233,5,2,1210.0,12538.0,2,0,0,3,7,1210.0,0.0,1982.0,0.0,98023,47.2848,-122.361,1510.0,7700.0
