,date_sold,price,house_id,id,bedrooms,bathrooms,sqft_living,sqft_lot,floors,waterfront,view,condition,grade,sqft_above,sqft_basement,yr_built,yr_renovated,zipcode,lat,long,sqft_living15,sqft_lot15,Bedrooms per 100 sqm (Living Area),Bedrooms per 100 sqm (Lot Area),bedrooms_100
4901,2014-05-21,4.95,7129301578,6882,3,3,2380.0,6250.0,2,0,3,3,8,1670.0,710.0,1997.0,0.0,98118,47.5137,-122.252,2540.0,4010.0,1.3567960148549263,0.01171046218487395,Low (1-2)
4902,2015-03-13,4.2495,3955900500,6883,4,2,2760.0,5564.0,2,0,0,3,7,2760.0,0.0,2001.0,0.0,98056,47.4814,-122.189,2670.0,5626.0,1.5599876885771615,0.0067321014492753625,Low (1-2)
4903,2014-09-26,2.3,7788400170,6884,3,1,940.0,10875.0,1,0,0,3,7,940.0,0.0,1957.0,0.0,98056,47.5121,-122.168,1250.0,11200.0,3.4352920376114096,0.009883297872340427,High (3+)
4904,2014-12-26,2.55,3530400080,6891,2,2,1360.0,5433.0,1,0,0,3,8,1360.0,0.0,1974.0,20030.0,98198,47.3804,-122.32,1160.0,5264.0,1.582928683997414,0.013662205882352941,Low (1-2)
4905,2015-02-02,3.36,4327600010,6893,3,3,1790.0,13350.0,1,0,0,3,7,1190.0,600.0,1988.0,0.0,98178,47.4958,-122.262,1740.0,10624.0,1.8040081091367177,0.015570335195530725,Low (1-2)
4906,2014-10-23,4.105,6150200005,6894,3,1,1150.0,6800.0,1,0,0,3,7,1150.0,0.0,1954.0,0.0,98133,47.727,-122.339,1210.0,6800.0,2.8079778394388915,0.008078521739130434,Medium (2-3)
4907,2014-11-11,5.027,4019300480,6895,4,3,2710.0,14016.0,2,0,0,4,8,2710.0,0.0,1968.0,0.0,98155,47.7601,-122.286,1590.0,27903.0,1.588769749252017,0.010284464944649446,Low (1-2)
4908,2014-09-23,5.05,6855100010,6896,3,2,2400.0,9601.0,1,0,0,5,7,1390.0,1010.0,1977.0,0.0,98034,47.7256,-122.211,2010.0,9943.0,1.3454893813978022,0.007741916666666667,Low (1-2)
4909,2014-12-09,4.65,1137800460,6900,3,2,2870.0,25663.0,2,0,0,3,10,2870.0,0.0,1988.0,0.0,98003,47.2769,-122.333,2950.0,24347.0,1.125147914757744,0.006474076655052265,Low (1-2)
4910,2015-02-19,6.55,871001365,6902,3,1,1800.0,5102.0,1,0,0,3,7,1170.0,630.0,1952.0,0.0,98199,47.6514,-122.407,1720.0,5102.0,1.793985841863736,0.005161277777777778,Low (1-2)
4911,2014-10-09,3.55,1226039130,6904,3,2,1980.0,7200.0,1,0,0,3,8,1300.0,680.0,1964.0,0.0,98177,47.7625,-122.36,1820.0,8250.0,1.6308962198761237,0.009384141414141414,Low (1-2)
4912,2015-04-02,7.9,3530200020,6906,4,2,3020.0,36893.0,2,0,0,3,9,3020.0,0.0,1986.0,20070.0,98077,47.768,-122.092,3020.0,36444.0,1.4256841127393929,0.00615251655629139,Low (1-2)
4913,2015-04-03,7.1,6821600005,6909,4,1,2120.0,5400.0,1,0,0,4,8,1060.0,1060.0,1941.0,0.0,98199,47.6501,-122.395,2052.0,6000.0,2.030927368147626,0.004382216981132075,Medium (2-3)
4914,2014-08-14,4.2804,3579000010,6910,3,2,2150.0,9266.0,2,0,0,3,8,2150.0,0.0,1988.0,0.0,98028,47.7445,-122.248,2150.0,12550.0,1.5019416350487094,0.00864213953488372,Low (1-2)
4915,2015-04-14,13.7,9359100101,6911,5,2,3510.0,13843.0,1,0,2,3,8,1850.0,1660.0,1959.0,0.0,98040,47.5817,-122.246,2680.0,8750.0,1.5333212323621674,0.005293618233618233,Low (1-2)
4916,2014-06-05,5.46,6819100122,6912,2,1,970.0,3400.0,1,0,0,3,7,970.0,0.0,1924.0,0.0,98109,47.6444,-122.357,1180.0,3600.0,2.219363928078849,0.009577628865979381,Medium (2-3)
4917,2014-08-03,5.4,3908100020,6913,4,1,1360.0,5766.0,1,0,0,5,7,1360.0,0.0,1951.0,0.0,98115,47.6827,-122.289,1500.0,5704.0,3.165857367994828,0.0068311029411764704,High (3+)
4918,2014-09-08,4.35,6392001950,6914,3,2,1470.0,3000.0,1,0,0,3,7,930.0,540.0,1985.0,0.0,98115,47.6832,-122.286,1470.0,5588.0,2.1967173573841663,0.01263986394557823,Medium (2-3)
4919,2015-04-06,5.4,2872900280,6915,4,2,3040.0,10283.0,1,0,0,4,8,1430.0,1610.0,1984.0,0.0,98074,47.6268,-122.038,1870.0,11074.0,1.4163046119976863,0.0061120394736842104,Low (1-2)
4920,2014-11-13,2.84,6437400101,6916,2,1,860.0,7204.0,1,0,0,3,7,860.0,0.0,1918.0,0.0,98106,47.5361,-122.351,1200.0,7500.0,2.5032360584145152,0.010802674418604651,Medium (2-3)
4921,2014-07-14,2.08,7227502155,6917,2,1,820.0,5700.0,1,0,0,5,5,820.0,0.0,1942.0,0.0,98056,47.4915,-122.184,1000.0,5700.0,2.6253451344347356,0.011329634146341463,Medium (2-3)
4922,2014-12-03,3.15,1115100169,6918,3,1,1900.0,7076.0,1,0,0,3,7,1130.0,770.0,1977.0,0.0,98155,47.7569,-122.326,1540.0,10113.0,1.6995655343972234,0.004889631578947368,Low (1-2)
4923,2014-07-31,4.175,2919702705,6919,2,1,1330.0,5510.0,1,0,0,3,6,850.0,480.0,1910.0,0.0,98117,47.6901,-122.362,1200.0,4150.0,1.61863384228307,0.006985187969924812,Low (1-2)
4924,2014-09-17,3.45,7302000500,6920,3,1,1240.0,38095.0,1,0,0,3,7,1240.0,0.0,1978.0,0.0,98053,47.6522,-121.97,2060.0,38552.0,2.6041729962538103,0.007492177419354839,Medium (2-3)
4925,2014-09-02,3.75,6021503656,6921,3,2,1330.0,1064.0,3,0,0,3,8,1330.0,0.0,2004.0,0.0,98117,47.6835,-122.387,1330.0,1113.0,2.427950763424605,0.013970375939849624,Medium (2-3)
4926,2015-04-08,4.75,3288301330,6923,3,1,1890.0,7560.0,1,0,0,3,8,1430.0,460.0,1973.0,0.0,98034,47.7322,-122.185,1890.0,9095.0,1.7085579446321295,0.004915502645502646,Low (1-2)
4927,2015-03-31,9.85,1824079073,6925,5,4,4650.0,108464.0,2,0,0,3,10,3260.0,1390.0,1999.0,0.0,98024,47.5669,-121.956,2810.0,155509.0,1.157410220557249,0.007991655913978494,Low (1-2)
4928,2015-01-29,5.32,1954440080,6926,3,2,1830.0,8022.0,2,0,0,3,8,1830.0,0.0,1987.0,0.0,98074,47.6198,-122.044,2030.0,7736.0,1.7645762378987568,0.010153333333333334,Low (1-2)
4929,2014-08-11,2.8,7452500285,6927,2,1,720.0,5000.0,1,0,0,5,6,720.0,0.0,1951.0,0.0,98126,47.5195,-122.374,810.0,5000.0,2.989976403106227,0.012903194444444443,Medium (2-3)
4930,2015-02-17,4.35,7937600380,6928,4,2,1960.0,50112.0,1,0,0,4,7,1050.0,910.0,1963.0,0.0,98058,47.4353,-122.084,2340.0,44967.0,2.1967173573841663,0.009479897959183674,Medium (2-3)
4931,2015-03-16,2.23,5153200651,6929,3,1,1220.0,71191.0,1,0,0,3,6,1220.0,0.0,1952.0,0.0,98023,47.3261,-122.353,1960.0,15378.0,2.646864356848135,0.007614999999999999,Medium (2-3)
4932,2014-10-14,6.12,2256500005,6932,3,3,1740.0,3700.0,1,0,0,3,7,1740.0,0.0,1982.0,0.0,98122,47.6102,-122.309,1830.0,2480.0,1.855847422617658,0.016017758620689652,Low (1-2)
4933,2014-05-13,5.91,9828200545,6933,3,1,1680.0,2400.0,1,0,0,5,7,870.0,810.0,1922.0,0.0,98122,47.6155,-122.3,1440.0,3600.0,1.9221276877111455,0.0055299404761904765,Low (1-2)
4934,2014-07-11,8.0,686450080,6934,4,2,3220.0,8436.0,2,0,0,3,8,3220.0,0.0,1968.0,0.0,98008,47.6381,-122.116,2500.0,7632.0,1.3371323044947103,0.005770372670807453,Low (1-2)
4935,2015-01-22,2.25,2571900380,6935,3,2,1610.0,8400.0,1,0,0,3,8,1610.0,0.0,1990.0,0.0,98022,47.1958,-122.009,1930.0,8459.0,2.0056984567420653,0.011540745341614906,Medium (2-3)
4936,2014-11-26,5.65,3882320010,6937,4,2,2520.0,13156.0,1,0,0,3,8,1520.0,1000.0,1979.0,0.0,98052,47.6558,-122.135,2050.0,10940.0,1.7085579446321295,0.007373253968253968,Low (1-2)
4937,2014-09-18,4.99,1124000005,6939,3,2,2090.0,8505.0,2,0,0,3,8,2090.0,0.0,1951.0,19770.0,98177,47.7195,-122.371,1640.0,8100.0,1.5450595767247488,0.008890239234449761,Low (1-2)
4938,2014-05-15,2.8,1151100010,6940,3,1,1330.0,20562.0,1,0,0,3,5,1330.0,0.0,1959.0,0.0,98045,47.4807,-121.775,1350.0,20562.0,2.427950763424605,0.006985187969924812,Medium (2-3)
4939,2015-01-28,6.4995,7997200130,6941,3,2,2420.0,7500.0,1,0,2,4,8,1210.0,1210.0,1944.0,0.0,98117,47.6949,-122.389,2340.0,7500.0,1.3343696344441012,0.007677933884297521,Low (1-2)
4940,2014-07-09,4.2,2419600005,6942,3,1,1510.0,6360.0,1,0,0,4,7,1510.0,0.0,1954.0,0.0,98133,47.7321,-122.353,1480.0,7260.0,2.138526169109089,0.00615251655629139,Medium (2-3)
4941,2014-08-12,2.65,8656300080,6944,3,2,1850.0,16535.0,1,0,0,3,7,1850.0,0.0,1992.0,0.0,98014,47.6565,-121.912,1528.0,13295.0,1.745499738029581,0.010043567567567567,Low (1-2)
4942,2015-02-23,4.82,9517200290,6945,3,1,2300.0,16474.0,1,0,0,3,7,1220.0,1080.0,1984.0,0.0,98072,47.7609,-122.144,1940.0,15601.0,1.4039889197194457,0.004039260869565217,Low (1-2)
4943,2014-08-05,4.52,3123049142,6946,3,2,2600.0,14810.0,1,0,2,4,8,1490.0,1110.0,1956.0,0.0,98166,47.4326,-122.341,2450.0,16715.0,1.2419901982133557,0.007146384615384616,Low (1-2)
4944,2014-07-18,14.9,4139500080,6947,4,4,5180.0,13077.0,2,0,3,3,12,4280.0,900.0,1998.0,0.0,98006,47.5513,-122.109,5030.0,15069.0,0.8311903514426575,0.007173976833976834,Very Low (0-1)
4945,2014-08-21,3.75,6150200280,6948,2,1,1810.0,8527.0,1,0,0,4,7,1810.0,0.0,1943.0,0.0,98133,47.7275,-122.336,1490.0,6800.0,1.1893828785836924,0.005132762430939227,Low (1-2)
4946,2014-07-03,5.88,6021500840,6949,5,3,2190.0,4900.0,2,0,0,5,7,1490.0,700.0,1940.0,0.0,98117,47.6892,-122.386,1370.0,4606.0,2.4575148518681313,0.012726438356164382,Medium (2-3)
4947,2014-07-03,2.805,1402900380,6951,4,2,1890.0,6962.0,2,0,0,3,8,1890.0,0.0,1997.0,0.0,98092,47.3328,-122.187,2170.0,6803.0,2.278077259509506,0.009831005291005291,Medium (2-3)
4948,2014-09-25,2.105,2345500010,6952,2,1,2040.0,8600.0,1,0,0,4,6,1430.0,610.0,1985.0,0.0,98003,47.2755,-122.308,1310.0,7859.0,1.0552857893316094,0.004554068627450981,Low (1-2)
4949,2014-09-26,1.965,3279000460,6953,3,2,1310.0,7000.0,1,0,0,4,7,1310.0,0.0,1979.0,0.0,98023,47.303,-122.383,1390.0,7500.0,2.4650187140112405,0.014183664122137405,Medium (2-3)
4950,2014-05-05,14.0,723000114,6954,5,3,4010.0,8510.0,2,0,1,5,9,2850.0,1160.0,1971.0,0.0,98105,47.6578,-122.286,2610.0,6128.0,1.3421340462820968,0.006950349127182045,Low (1-2)
4951,2015-02-06,4.75,5145100080,6955,3,1,1780.0,8033.0,1,0,0,2,7,1210.0,570.0,1977.0,0.0,98034,47.7275,-122.219,1630.0,7508.0,1.8141429861543397,0.005219269662921348,Low (1-2)
4952,2015-05-04,5.5,8078410280,6956,3,2,1980.0,9061.0,2,0,0,4,8,1980.0,0.0,1987.0,0.0,98074,47.6366,-122.029,1930.0,8869.0,1.6308962198761237,0.009384141414141414,Low (1-2)
4953,2014-05-21,15.8,3885806105,6957,3,3,3690.0,7200.0,2,0,0,3,11,3690.0,0.0,2007.0,0.0,98033,47.6815,-122.2,1880.0,7200.0,0.8751150448115785,0.00755308943089431,Very Low (0-1)
4954,2015-04-22,2.4,5702380780,6958,3,1,1540.0,6687.0,1,0,0,3,7,1200.0,340.0,1991.0,0.0,98022,47.1938,-121.981,1540.0,7242.0,2.096866568412159,0.006032662337662338,Medium (2-3)
4955,2015-04-29,2.72,3826000280,6959,3,1,1130.0,8100.0,1,0,0,3,6,1130.0,0.0,1934.0,0.0,98168,47.4935,-122.306,1080.0,8100.0,2.8576765622608185,0.008221504424778762,Medium (2-3)
4956,2014-05-14,3.16,4136880460,6962,4,2,2010.0,7226.0,2,0,0,3,8,2010.0,0.0,1995.0,0.0,98092,47.2588,-122.21,2160.0,7696.0,2.1420726470014757,0.00924407960199005,Medium (2-3)
4957,2014-08-20,2.99,7885100005,6963,4,2,2320.0,12000.0,1,0,0,3,7,1720.0,600.0,1943.0,20140.0,98108,47.5246,-122.325,1390.0,6000.0,1.855847422617658,0.008008879310344826,Low (1-2)
4958,2014-05-05,7.365,4309710250,6965,4,2,3180.0,21904.0,2,0,3,3,9,3180.0,0.0,2000.0,0.0,98059,47.515,-122.117,3715.0,29170.0,1.353951578765084,0.005842955974842767,Low (1-2)
4959,2014-07-28,6.65,3401700185,6966,4,2,2970.0,52567.0,2,0,0,3,8,2970.0,0.0,1924.0,19850.0,98072,47.7333,-122.128,3280.0,46676.0,1.4496855287787764,0.006256094276094277,Low (1-2)
4960,2014-08-29,2.15,3387800380,6968,4,1,1630.0,8000.0,1,0,0,3,7,1630.0,0.0,1959.0,0.0,98031,47.3948,-122.201,1630.0,7700.0,2.6414515463024335,0.0056995705521472395,Medium (2-3)
4961,2014-12-11,2.75,2310000280,6969,3,2,1620.0,6415.0,2,0,0,4,7,1620.0,0.0,1989.0,0.0,98038,47.3577,-122.038,1640.0,7253.0,1.9933176020708179,0.011469506172839506,Low (1-2)
4962,2014-11-19,6.9,1710400005,6972,3,2,1770.0,1800.0,3,0,0,3,8,1770.0,0.0,1999.0,0.0,98122,47.6102,-122.314,1890.0,3200.0,1.8243923815563416,0.010497514124293785,Low (1-2)
4963,2014-09-24,3.2,2473420170,6973,4,2,2110.0,13260.0,1,0,0,4,7,1290.0,820.0,1979.0,0.0,98058,47.4513,-122.16,1980.0,11016.0,2.040552616337899,0.008805971563981042,Medium (2-3)
4964,2014-09-02,7.5,1056200010,6974,3,1,1590.0,8285.0,1,0,0,4,8,1590.0,0.0,1956.0,0.0,98004,47.5855,-122.194,1970.0,8970.0,2.030927368147626,0.005842955974842767,Medium (2-3)
4965,2014-06-30,3.55,263000359,6975,3,2,1370.0,1524.0,3,0,0,3,8,1370.0,0.0,2005.0,0.0,98103,47.6982,-122.347,1370.0,1418.0,2.357061690039945,0.013562481751824815,Medium (2-3)
4966,2014-06-06,7.44,2869100080,6978,3,2,2670.0,12187.0,2,0,0,3,8,2670.0,0.0,1986.0,0.0,98052,47.6677,-122.15,2400.0,8999.0,1.2094286574362265,0.0069590262172284645,Low (1-2)
4967,2014-07-09,5.83,3342100780,6981,3,2,2600.0,5100.0,2,0,1,3,8,2600.0,0.0,1998.0,0.0,98056,47.5175,-122.205,2270.0,5400.0,1.2419901982133557,0.007146384615384616,Low (1-2)
4968,2014-11-11,5.15,475000080,6982,2,1,1400.0,5000.0,1,0,0,4,7,1150.0,250.0,1904.0,0.0,98107,47.6681,-122.362,1530.0,4200.0,1.5377021501689165,0.006635928571428572,Low (1-2)
4969,2015-03-19,5.94,1562100380,6983,4,1,2140.0,8000.0,1,0,0,4,8,1410.0,730.0,1965.0,0.0,98007,47.622,-122.139,2080.0,8000.0,2.0119467385387693,0.004341261682242991,Medium (2-3)
4970,2014-10-22,3.031,3878900185,6984,3,1,1640.0,5650.0,1,0,0,3,8,1640.0,0.0,1952.0,0.0,98178,47.509,-122.251,1640.0,5650.0,1.969008850826052,0.005664817073170732,Low (1-2)
4971,2014-12-08,7.08,1926059099,6986,5,3,3060.0,11778.0,2,0,0,3,8,3060.0,0.0,2004.0,0.0,98034,47.7212,-122.222,1840.0,10403.0,1.7588096488860154,0.009108137254901961,Low (1-2)
4972,2014-08-13,2.21,2881700547,6987,3,1,1150.0,7260.0,1,0,0,3,7,1150.0,0.0,1959.0,0.0,98133,47.7344,-122.333,1200.0,7888.0,2.8079778394388915,0.008078521739130434,Medium (2-3)
4973,2015-03-24,3.25,3260800190,6988,3,2,2000.0,7205.0,2,0,0,3,8,2000.0,0.0,1998.0,0.0,98003,47.3499,-122.302,2180.0,7611.0,1.6145872576773623,0.0092903,Low (1-2)
4974,2015-02-19,3.85,7715600050,6989,3,1,1560.0,5950.0,1,0,0,4,6,780.0,780.0,1944.0,0.0,98125,47.719,-122.307,1320.0,7830.0,2.069983663688926,0.005955320512820513,Medium (2-3)
4975,2015-03-27,3.595,3158500460,6990,3,2,2070.0,4689.0,2,0,0,3,8,2070.0,0.0,2013.0,0.0,98038,47.3545,-122.056,1880.0,4593.0,1.5599876885771615,0.008976135265700484,Low (1-2)
4976,2015-03-23,5.25,9161100460,6992,2,1,1000.0,4950.0,1,0,0,3,7,800.0,200.0,1948.0,0.0,98116,47.5671,-122.394,1060.0,5500.0,2.152783010236483,0.0092903,Medium (2-3)
4977,2014-07-22,3.562,8069000216,6993,3,2,1690.0,10062.0,1,0,2,5,7,940.0,750.0,1928.0,0.0,98178,47.5102,-122.241,2390.0,6650.0,1.9107541510974702,0.010994437869822486,Low (1-2)
4978,2014-07-29,5.95,3401700255,6994,4,2,3090.0,87120.0,1,0,0,4,7,1590.0,1500.0,1974.0,0.0,98072,47.7275,-122.122,2560.0,88426.0,1.3933870616417368,0.006013139158576052,Low (1-2)
4979,2014-09-15,5.6,4083306720,6995,4,1,1790.0,3420.0,1,0,0,4,7,1020.0,770.0,1923.0,0.0,98103,47.6489,-122.337,1680.0,3420.0,2.405344145515624,0.005190111731843575,Medium (2-3)
4980,2014-12-08,21.8,6377200010,6996,4,3,4750.0,21701.0,1,0,0,5,11,4750.0,0.0,1976.0,0.0,98004,47.6454,-122.218,3120.0,18551.0,0.9064349516785192,0.005867557894736843,Very Low (0-1)
4981,2014-07-21,3.65,2856100185,6998,2,1,680.0,2550.0,1,0,0,4,5,680.0,0.0,1901.0,0.0,98117,47.6767,-122.388,1120.0,5100.0,3.165857367994828,0.013662205882352941,High (3+)
4982,2014-07-08,3.68,3438500797,6999,4,1,2100.0,11942.0,1,0,0,3,7,1030.0,1070.0,1964.0,0.0,98106,47.55,-122.356,1170.0,6986.0,2.0502695335585557,0.004423952380952381,Medium (2-3)
4983,2014-06-25,8.7,6738700275,7000,4,2,2840.0,4000.0,1,0,0,5,8,1960.0,880.0,1912.0,0.0,98144,47.5846,-122.291,2750.0,4000.0,1.516044373405974,0.006542464788732395,Low (1-2)
4984,2014-07-24,2.25,1761100190,7001,3,2,1470.0,6808.0,1,0,0,3,7,1160.0,310.0,1984.0,0.0,98023,47.2884,-122.365,1570.0,7881.0,2.1967173573841663,0.01263986394557823,Medium (2-3)
4985,2015-04-21,13.9,713500020,7002,4,4,4490.0,24767.0,2,0,2,3,11,3800.0,690.0,1998.0,0.0,98006,47.5544,-122.147,3370.0,32700.0,0.9589233898603488,0.008276436525612472,Very Low (0-1)
4986,2015-01-27,4.65,7751800080,7004,3,1,1460.0,9879.0,1,0,0,3,7,1460.0,0.0,1956.0,0.0,98008,47.6346,-122.127,1610.0,10050.0,2.211763366681318,0.006363219178082191,Medium (2-3)
4987,2014-09-27,7.5,1121000414,7005,4,2,3150.0,6343.0,1,0,3,3,8,1810.0,1340.0,1976.0,0.0,98126,47.5424,-122.381,2250.0,6343.0,1.3668463557057036,0.0058986031746031745,Low (1-2)
4988,2014-09-22,1.49,4239400920,7006,3,1,1090.0,2800.0,1,0,0,3,6,1090.0,0.0,1969.0,0.0,98092,47.3162,-122.183,1040.0,2960.0,2.9625454269309404,0.008523211009174312,Medium (2-3)
4989,2014-06-09,6.05,9408300380,7007,3,2,2670.0,47480.0,2,0,3,3,9,2670.0,0.0,1981.0,0.0,98072,47.7443,-122.114,2760.0,42800.0,1.2094286574362265,0.0069590262172284645,Low (1-2)
4990,2014-09-22,4.139,6669080010,7009,4,2,1770.0,5236.0,2,0,0,3,7,1770.0,0.0,2007.0,0.0,98056,47.5137,-122.189,2470.0,5064.0,2.4325231754084555,0.010497514124293785,Medium (2-3)
4991,2014-07-31,1.9995,1446400670,7010,3,1,1510.0,6600.0,1,0,0,3,6,1510.0,0.0,1938.0,0.0,98168,47.4821,-122.331,990.0,6600.0,2.138526169109089,0.00615251655629139,Medium (2-3)
4992,2014-09-24,4.0,203100460,7011,1,1,530.0,13679.0,1,0,0,4,6,530.0,0.0,1949.0,0.0,98053,47.6422,-121.954,1930.0,20624.0,2.030927368147626,0.0175288679245283,Medium (2-3)
4993,2014-05-12,2.25,1423800080,7014,3,1,990.0,8012.0,1,0,0,4,7,990.0,0.0,1966.0,0.0,98058,47.4557,-122.181,1260.0,9060.0,3.2617924397522473,0.009384141414141414,High (3+)
4994,2015-03-23,3.3,4223400050,7016,2,1,1440.0,11954.0,1,0,0,4,8,1440.0,0.0,1978.0,0.0,98002,47.2909,-122.219,1460.0,9730.0,1.4949882015531135,0.006451597222222221,Low (1-2)
4995,2015-02-13,8.025,1102001112,7018,4,2,1950.0,7000.0,1,0,1,3,8,1450.0,500.0,1957.0,0.0,98118,47.5426,-122.262,1840.0,6440.0,2.2079825746015214,0.00952851282051282,Medium (2-3)
4996,2014-07-18,3.788,241900020,7019,5,2,2740.0,5400.0,2,0,0,3,8,2740.0,0.0,2005.0,0.0,98031,47.4036,-122.205,2900.0,5476.0,1.9642180750332878,0.006781240875912408,Low (1-2)
4997,2015-05-01,7.95,8691300380,7020,3,2,2940.0,12487.0,2,0,0,3,10,2940.0,0.0,1997.0,0.0,98075,47.5879,-121.973,3110.0,10837.0,1.0983586786920831,0.006319931972789115,Low (1-2)
4998,2015-04-22,4.6,3426049132,7021,3,2,1200.0,7320.0,1,0,0,3,7,1200.0,0.0,1955.0,0.0,98115,47.6986,-122.286,1750.0,8220.0,2.6909787627956043,0.015483833333333334,Medium (2-3)
4999,2014-12-19,5.67,3904901190,7022,3,2,2070.0,10908.0,2,0,0,3,8,2070.0,0.0,1986.0,0.0,98029,47.5665,-122.023,2220.0,10975.0,1.5599876885771615,0.008976135265700484,Low (1-2)
5000,2014-07-22,2.0995,1789900080,7023,3,1,1570.0,15570.0,1,0,0,3,7,1570.0,0.0,1981.0,0.0,98023,47.3207,-122.362,2000.0,28200.0,2.0567990543660666,0.005917388535031847,Medium (2-3)
5001,2015-05-05,2.61,795002455,7026,2,1,970.0,12500.0,1,0,0,3,6,970.0,0.0,1941.0,0.0,98168,47.5102,-122.33,1280.0,6250.0,2.219363928078849,0.009577628865979381,Medium (2-3)
5002,2014-08-27,3.65,6666860170,7027,3,2,2200.0,9696.0,2,0,0,3,8,2200.0,0.0,1987.0,0.0,98031,47.4197,-122.205,2200.0,9915.0,1.4678065978885113,0.008445727272727273,Low (1-2)
5003,2015-04-08,6.31,9828200605,7028,4,2,1930.0,3240.0,1,0,0,4,7,1930.0,0.0,1911.0,0.0,98122,47.6156,-122.299,1480.0,3600.0,2.230863223042988,0.009627253886010363,Medium (2-3)
5004,2014-07-01,38.0,853200010,7029,5,5,7050.0,42840.0,1,0,2,4,13,4320.0,2730.0,1978.0,0.0,98004,47.6229,-122.22,5070.0,20570.0,0.7633982305803132,0.006588865248226951,Very Low (0-1)
5005,2014-10-08,5.84,4449800345,7030,3,2,1790.0,3962.0,2,0,0,3,8,1790.0,0.0,1992.0,0.0,98117,47.6894,-122.391,1340.0,3960.0,1.8040081091367177,0.01038022346368715,Low (1-2)
5006,2015-03-12,7.17,1149900050,7032,4,2,2780.0,7985.0,2,0,0,4,10,2780.0,0.0,1992.0,0.0,98029,47.5608,-122.016,2650.0,8094.0,1.5487647555658153,0.006683669064748201,Low (1-2)
5007,2014-06-16,6.67,6908200080,7033,3,1,1720.0,8100.0,2,0,0,3,8,1720.0,0.0,1907.0,0.0,98107,47.6746,-122.4,2210.0,8100.0,1.8774270438108864,0.0054013372093023254,Low (1-2)
5008,2014-12-30,1.9,3395800660,7034,3,1,1640.0,8100.0,1,0,0,3,6,1040.0,600.0,1939.0,0.0,98146,47.482,-122.34,1600.0,8100.0,1.969008850826052,0.005664817073170732,Low (1-2)
5009,2014-06-17,4.3,9414610010,7035,3,2,1730.0,9000.0,1,0,0,3,8,1370.0,360.0,1978.0,0.0,98027,47.5202,-122.047,2390.0,10000.0,1.8665748643668927,0.010740231213872834,Low (1-2)
5010,2014-10-07,4.75,1530900290,7037,3,2,2280.0,3710.0,1,0,0,3,8,1550.0,730.0,1990.0,0.0,98072,47.735,-122.159,2030.0,3710.0,1.4163046119976863,0.00814938596491228,Low (1-2)
5011,2015-03-09,6.49,8886000005,7038,2,2,2090.0,23962.0,2,0,3,4,8,2090.0,0.0,1988.0,0.0,98070,47.4145,-122.44,1820.0,32340.0,1.030039717816499,0.008890239234449761,Low (1-2)
5012,2015-03-18,8.45,8644210470,7040,4,3,3350.0,19487.0,1,0,0,3,11,2460.0,890.0,1992.0,0.0,98075,47.5796,-121.998,3360.0,19460.0,1.2852435882008855,0.008319671641791045,Low (1-2)
5013,2014-11-10,3.9,1545805980,7041,3,2,2770.0,8820.0,1,0,0,3,7,1900.0,870.0,1980.0,20040.0,98038,47.3685,-122.048,1850.0,10920.0,1.165766973052247,0.006707797833935017,Low (1-2)
5014,2014-07-29,3.28,1328330290,7043,4,1,1990.0,7194.0,1,0,0,4,8,1400.0,590.0,1978.0,0.0,98058,47.4417,-122.135,1820.0,7400.0,2.1636010153130485,0.004668492462311559,Medium (2-3)
5015,2014-12-05,2.39999,4222100280,7044,3,2,1740.0,8436.0,1,0,0,3,7,1140.0,600.0,1967.0,0.0,98003,47.3456,-122.305,1550.0,8436.0,1.855847422617658,0.010678505747126437,Low (1-2)
5016,2014-10-16,9.2,3224510290,7046,3,1,3670.0,11884.0,1,0,2,4,9,1950.0,1720.0,1979.0,0.0,98006,47.5604,-122.133,3020.0,9747.0,0.8798840641293529,0.00253141689373297,Very Low (0-1)
5017,2015-03-17,9.4,5196420290,7047,4,2,3270.0,9231.0,2,0,0,3,10,3270.0,0.0,1995.0,0.0,98052,47.6539,-122.121,3380.0,10154.0,1.3166868564137513,0.005682140672782874,Low (1-2)
5018,2015-05-01,4.65,1703900005,7048,3,1,1210.0,4872.0,1,0,0,4,6,1210.0,0.0,1949.0,0.0,98118,47.5551,-122.273,1070.0,4872.0,2.6687392688882023,0.007677933884297521,Medium (2-3)
5019,2014-06-09,3.0755,1541700170,7050,4,2,1980.0,5909.0,2,0,0,3,8,1980.0,0.0,2003.0,0.0,98031,47.3913,-122.185,2550.0,5487.0,2.174528293168165,0.009384141414141414,Medium (2-3)
5020,2014-10-31,4.9,8833510190,7051,4,2,2650.0,9627.0,1,0,3,4,8,1610.0,1040.0,1976.0,0.0,98028,47.7684,-122.254,2650.0,9221.0,1.6247418945181007,0.00701154716981132,Low (1-2)
5021,2014-08-27,7.8,323069120,7053,4,2,3640.0,231739.0,1,0,0,3,10,3640.0,0.0,1999.0,0.0,98027,47.5078,-122.018,2670.0,91040.0,1.1828478078222435,0.0051045604395604394,Low (1-2)
5022,2014-12-04,5.6,1338801060,7056,4,1,1810.0,3400.0,2,0,0,3,8,1810.0,0.0,1926.0,0.0,98112,47.6264,-122.302,1770.0,3600.0,2.378765757167385,0.005132762430939227,Medium (2-3)
